id,film_id,num_user,num_critic,imdb_score,num_votes,facebook_likes
772,4765,150,159,4.2,13521,0
773,3591,135,138,5.4,34985,0
774,1100,6,2,6.5,103,102
775,2714,203,122,6.8,8143,0
776,2504,147,91,7.8,12560,0
777,3637,498,293,4.9,184637,29000
778,1950,497,84,6.3,13215,953
779,1121,139,100,6.1,77415,0
780,2297,149,75,4.6,22679,773
781,1893,217,127,7.1,71527,0
782,4125,9,11,4.7,840,326
783,2068,806,226,7.0,208092,0
784,4756,867,474,6.6,188457,82000
785,3354,252,258,6.3,151424,0
786,3608,165,258,6.9,55441,0
787,2826,224,232,7.2,60115,0
788,2250,39,42,5.7,3789,89
789,3345,126,167,5.1,24012,0
790,1162,481,100,6.3,39331,0
791,2012,479,204,7.1,210680,0
792,257,90,33,7.4,8856,0
793,4247,24,18,5.4,2895,604
794,2612,1040,284,5.6,78635,0
795,506,73,34,6.2,18286,0
796,1538,336,76,7.0,29424,0
797,2417,1594,276,8.0,242599,14000
798,1182,217,91,6.7,31080,0
799,3846,288,421,7.1,188652,22000
800,1160,403,114,6.1,42664,0
801,2406,32,45,6.4,4180,264
802,4168,554,326,6.7,184561,123000
803,2112,903,212,7.3,168314,12000
804,4673,125,322,7.1,28845,10000
805,2682,2367,434,6.1,240396,0
806,3697,85,212,6.3,32697,0
807,3910,47,95,4.7,6531,0
808,1954,376,207,5.8,89557,0
809,2520,31,71,6.1,3228,244
810,3073,192,209,7.3,194489,12000
811,4829,46,81,6.7,4654,18000
812,243,113,71,8.2,12611,0
813,209,881,211,8.3,507063,35000
814,1778,841,283,7.9,149414,0
815,1457,167,110,5.7,25346,470
816,2249,400,193,6.2,84131,0
817,2908,211,161,5.1,49721,0
818,3032,120,186,6.0,27664,472
819,4587,731,535,8.5,399138,129000
820,210,91,40,7.3,16323,0
821,3649,200,324,7.6,127842,49000
822,3070,414,323,7.3,152591,0
823,1175,114,47,6.6,6782,860
824,932,560,153,7.9,189032,0
825,3424,1229,451,7.7,392474,18000
826,4540,802,422,7.5,354228,65000
827,3323,310,219,6.8,121432,10000
828,2764,4,6,4.8,443,42
829,3018,171,128,4.5,43795,0
830,4858,83,148,6.1,39440,15000
831,1145,39,63,6.0,8309,315
832,3865,517,466,7.1,149066,24000
833,1401,259,148,6.4,44816,0
834,4713,186,256,5.8,39956,24000
835,2812,401,219,6.7,98693,0
836,4631,4,4,5.7,80,18
837,4390,9,46,4.1,794,447
838,2819,18,62,3.3,4600,238
839,2657,90,112,6.7,14325,0
840,1103,307,158,7.0,71708,0
841,1390,74,46,6.5,3562,0
842,1365,358,187,7.0,140499,0
843,3857,115,138,4.8,29147,0
844,3310,20,49,5.9,8265,545
845,4519,144,148,4.9,35965,11000
846,1228,2968,315,8.8,1347461,48000
847,1400,64,63,5.3,1977,133
848,3592,100,249,7.3,65877,17000
849,3625,316,265,6.7,189806,16000
850,387,383,97,6.4,41776,0
851,787,216,92,6.6,119675,0
852,1693,84,64,5.5,12466,304
853,3602,135,161,5.5,96565,0
854,3891,348,393,5.9,128629,98000
855,90,471,127,8.4,215086,15000
856,3565,52,81,6.7,13874,0
857,2452,9,3,1.9,534,128
858,760,248,88,6.8,123390,0
859,1536,181,47,5.6,25541,0
860,1603,26,21,6.5,1033,282
861,3036,101,128,5.8,54421,3000
862,4036,623,457,7.0,471644,74000
863,3931,35,88,6.4,15665,0
864,2842,363,299,7.3,133367,0
865,2420,8,27,7.5,291,50
866,1314,206,39,3.5,4682,129
867,678,35,14,5.9,3119,331
868,1782,148,109,6.6,21613,762
869,4117,27,24,4.7,4265,0
870,1579,144,100,7.1,14786,0
871,1405,167,100,4.8,9338,209
872,1775,858,232,7.4,387616,0
873,4209,378,350,6.6,202967,36000
874,4257,306,405,7.5,117719,39000
875,416,64,46,6.9,10577,0
876,1871,141,104,6.9,18966,0
877,4608,5,9,4.9,590,161
878,2449,46,21,6.2,2613,445
879,3908,66,125,6.5,15231,0
880,3613,26,25,6.4,2099,0
881,4583,3,6,5.5,95,307
882,172,197,76,8.2,19964,0
883,4848,32,87,7.1,2167,0
884,4884,134,225,5.8,23775,73000
885,2603,24,21,7.7,1477,274
886,564,305,102,7.5,311075,20000
887,3972,755,552,8.0,440084,122000
888,144,5,21,4.0,161,17
889,362,308,60,7.2,57363,10000
890,367,228,179,7.3,60522,0
891,3715,366,342,7.3,284792,54000
892,2255,161,117,7.1,29715,0
893,2095,492,211,8.0,168398,13000
894,1997,494,153,7.5,54096,0
895,2947,100,41,5.6,9811,1000
896,2912,230,201,7.6,68119,0
897,3422,91,107,5.2,17296,0
898,4586,96,270,6.3,30325,0
899,3941,66,12,1.7,4377,0
900,2976,72,159,6.5,28573,0
901,2228,224,86,8.1,31943,0
902,4353,207,253,6.5,87950,15000
903,1344,1061,288,7.6,357275,18000
904,3622,21,87,7.2,6304,0
905,3499,261,266,6.9,110364,0
906,552,136,74,6.3,50389,0
907,4541,132,208,6.6,21370,0
908,1258,40,16,5.8,2295,284
909,1967,714,136,7.3,177828,11000
910,890,195,93,6.2,57140,6000
911,1031,102,54,5.6,5933,387
912,4361,916,490,7.3,325264,112000
913,3150,162,150,6.7,42792,0
914,4581,309,270,5.7,44329,13000
915,96,344,61,7.6,29323,0
916,3360,188,91,6.3,53251,0
917,793,450,181,4.6,49874,0
918,3101,189,222,7.3,152247,0
919,1164,619,121,7.0,83560,32000
920,4352,158,291,6.8,57210,13000
921,3168,151,148,6.1,140740,0
922,1850,55,31,6.5,2419,304
923,1261,73,49,4.9,10883,448
924,4112,13,29,2.6,2978,2000
925,3597,42,16,2.7,5579,0
926,3198,98,107,4.5,31649,2000
927,4849,47,79,6.7,3077,10000
928,4010,134,258,6.5,83097,12000
929,3765,186,348,6.9,40425,0
930,3979,281,324,6.1,108843,54000
931,3239,80,19,6.1,10734,887
932,1318,150,99,5.9,18404,0
933,1235,418,137,7.3,59474,0
934,4662,19,39,5.2,6256,936
935,4176,3,19,7.0,113,126
936,237,1191,318,7.9,157857,12000
937,2841,71,118,6.8,17436,0
938,1680,208,119,6.8,28542,0
939,2067,317,111,6.7,35718,0
940,1571,216,116,6.2,44168,989
941,3476,103,111,6.2,32002,0
942,1116,164,97,5.7,60910,0
943,2710,19,38,6.6,926,359
944,2473,90,65,6.4,13485,698
945,1670,344,125,6.1,87351,2000
946,2950,589,377,7.7,301279,12000
947,2681,529,253,7.6,186977,13000
948,2573,47,19,4.2,4322,419
949,4806,89,90,5.4,23072,0
950,1546,248,113,6.3,40362,970
951,1450,91,42,4.9,9285,0
952,1045,1171,167,6.6,322395,11000
953,1058,322,110,6.7,94407,0
954,636,80,33,6.0,9903,541
955,3398,214,228,7.1,89351,5000
956,2667,194,200,6.6,31890,0
957,2677,37,56,6.9,4862,0
958,2348,160,104,5.9,33887,919
959,378,569,144,6.6,97087,11000
960,4392,620,521,7.6,317542,45000
961,1213,18,28,5.0,2448,122
962,4688,38,48,5.3,4486,0
963,1978,160,101,5.7,24183,665
964,390,99,43,6.2,54723,0
965,4134,162,157,6.6,77724,26000
966,481,133,75,7.8,70274,0
967,1737,749,214,8.7,533200,28000
968,2281,298,98,7.0,44979,0
969,2525,64,101,6.0,25843,941
970,2381,437,168,7.6,248123,10000
971,1558,463,161,7.3,59982,5000
972,2857,1189,409,6.3,184824,12000
973,2424,3286,359,7.6,520104,10000
974,849,33,30,5.0,4961,251
975,2756,46,8,7.0,3262,377
976,479,35,15,4.8,2308,550
977,3776,14,14,6.4,1338,413
978,2323,375,116,6.6,62584,0
979,3709,1264,676,7.8,431578,81000
980,3106,438,258,6.6,149922,0
981,413,185,52,7.0,33597,0
982,4950,33,5,2.9,4398,141
983,3183,245,263,7.1,111117,13000
984,2313,14,10,5.8,480,172
985,2375,942,239,7.2,217373,0
986,603,11,8,5.9,475,123
987,4487,174,224,7.2,49207,30000
988,3984,208,382,5.6,70838,18000
989,4047,113,119,4.9,28629,0
990,1836,8,12,4.7,285,51
991,1600,85,71,6.9,6041,169
992,2432,518,220,6.0,80903,0
993,3997,178,248,6.5,95274,20000
994,3230,156,191,7.0,152601,0
995,762,140,57,6.6,42315,0
996,4566,1,1,8.3,30,70
997,1889,207,81,5.3,61966,797
998,2554,9,11,7.7,2097,23
999,4629,627,371,6.9,172965,67000
1000,3553,59,97,6.1,19230,0
1001,4179,904,406,7.6,421658,58000
1002,2701,172,112,6.9,17770,0
1003,3428,142,166,5.5,31918,0
1004,2143,41,24,6.4,2588,205
1005,3465,75,117,6.5,47364,0
1006,4066,224,208,5.4,53471,29000
1007,2899,310,207,7.4,184795,22000
1008,3662,108,223,6.3,36145,0
1009,3851,3,7,3.7,458,381
1010,4764,116,132,6.5,51326,8000
1011,4648,39,58,5.3,7358,0
1012,3831,439,549,7.3,205284,22000
1013,665,96,28,7.5,39508,0
1014,2102,26,39,5.5,4247,266
1015,56,116,74,7.1,11047,1000
1016,3581,293,221,4.3,59581,0
1017,1286,354,85,6.6,31227,0
1018,2680,124,90,6.4,22604,0
1019,1119,278,88,6.8,52805,0
1020,2760,998,211,4.7,92789,0
1021,3952,5,13,3.4,485,284
1022,3334,129,58,6.3,15091,0
1023,3224,43,155,6.2,8924,0
1024,3284,39,93,5.6,10417,610
1025,3654,245,297,6.3,84118,13000
1026,3361,376,287,5.6,76303,0
1027,3308,184,148,7.4,74476,15000
1028,4413,39,106,6.6,13762,0
1029,213,210,56,7.4,40277,0
1030,4197,154,203,6.5,82804,15000
1031,4554,64,121,5.8,19547,0
1032,4365,48,107,5.7,8895,3000
1033,3570,187,197,6.3,87768,12000
1034,3248,691,397,6.6,158354,11000
1035,4136,41,52,5.0,7098,0
1036,467,32,21,7.0,2770,471
1037,601,188,112,7.2,55513,0
1038,1232,609,213,7.3,123558,19000
1039,2155,86,46,7.0,7479,857
1040,1246,89,68,6.5,12601,0
1041,344,56,18,7.3,5894,0
1042,3751,8,5,7.5,3543,614
1043,3372,20,22,5.9,7759,1000
1044,158,63,53,8.1,12631,0
1045,4617,289,391,7.0,115216,44000
1046,2736,3,3,6.6,91,144
1047,252,294,121,6.3,69534,0
1048,3490,104,87,7.7,60460,14000
1049,160,276,120,6.7,74249,0
1050,3041,69,160,6.8,9264,0
1051,3120,126,129,5.5,63969,0
1052,752,182,79,6.8,94435,5000
1053,4753,101,64,5.6,21833,0
1054,4842,166,158,6.0,49671,11000
1055,284,1320,253,8.4,610333,37000
1056,1086,141,67,4.8,11512,471
1057,1077,126,79,5.8,26893,815
1058,288,102,60,6.7,10832,0
1059,889,345,72,6.0,122347,0
1060,349,128,51,6.1,35172,0
1061,3819,83,136,6.3,43867,0
1062,168,19,14,6.8,544,65
1063,1432,101,51,5.3,11709,650
1064,4522,100,164,6.1,76791,0
1065,124,36,38,6.0,952,200
1066,4865,84,129,6.4,15385,0
1067,3210,33,55,6.9,6263,765
1068,38,235,97,8.1,40359,0
1069,455,74,65,5.7,4288,0
1070,3985,377,487,7.8,237848,71000
1071,2563,70,64,6.8,9611,864
1072,4133,285,322,7.3,67797,30000
1073,4417,19,102,7.3,4035,2000
1074,1880,180,79,7.2,26730,2000
1075,2132,176,76,4.8,26390,713
1076,4771,3,10,7.3,139,52
1077,974,28,16,7.4,2801,1000
1078,76,1040,290,8.5,422432,18000
1079,4602,1,8,4.9,514,158
1080,1966,40,22,5.4,1618,63
1081,800,36,36,6.6,6375,265
1082,1056,257,71,8.0,28951,0
1083,4091,71,82,5.3,7988,0
1084,781,434,93,7.2,99033,0
1085,3240,200,224,6.4,54601,23000
1086,1001,81,38,6.4,9740,389
1087,453,100,70,5.9,10082,0
1088,1556,788,166,6.4,72259,0
1089,2465,671,222,6.7,70771,0
1090,3135,104,132,6.2,32311,0
1091,1168,556,153,6.5,151812,0
1092,4438,187,196,6.3,114294,12000
1093,2148,2,NA,7.4,56,32
1094,1495,1344,294,7.2,245152,0
1095,805,166,53,5.8,48909,0
1096,396,235,81,7.2,126907,0
1097,1341,35,28,7.3,2601,260
1098,4325,16,60,6.3,4265,0
1099,3171,20,35,3.1,5463,140
1100,3214,110,222,7.0,21360,0
1101,3650,64,19,5.7,4990,0
1102,2557,229,189,7.0,36455,0
1103,1020,141,91,7.1,46221,0
1104,1138,56,NA,7.4,1465,515
1105,2549,472,174,7.4,114797,0
1106,318,1168,302,8.2,461609,34000
1107,1595,109,64,7.2,8509,420
1108,4803,497,443,6.5,128306,37000
1109,2418,268,124,6.4,21225,1000
1110,702,615,136,7.8,181749,0
1111,4885,49,125,7.1,11744,0
1112,866,93,44,7.1,24145,0
1113,4656,265,361,7.1,134625,40000
1114,4523,1,5,7.6,101,221
1115,146,89,50,6.3,12677,414
1116,4792,121,148,5.1,26767,0
1117,3051,31,21,4.9,2701,153
1118,1099,222,143,7.5,171792,12000
1119,3923,161,270,6.5,101977,0
1120,4791,17,19,5.5,1274,380
1121,4807,17,14,4.0,859,369
1122,4632,185,172,6.4,40568,18000
1123,3739,68,169,4.9,16437,0
1124,4962,22,4,7.5,7945,915
1125,1957,539,251,6.8,55040,0
1126,4785,1188,556,8.1,406020,190000
1127,4207,30,26,6.7,6062,0
1128,1059,109,49,6.6,9494,515
1129,2294,521,148,2.3,37626,1000
1130,975,73,59,6.2,16562,697
1131,2160,56,73,7.3,8708,345
1132,497,143,51,7.7,52846,0
1133,2429,323,239,7.6,191998,0
1134,4880,139,196,6.9,40862,15000
1135,1543,119,71,4.8,19699,387
1136,4307,9,8,4.5,719,128
1137,2565,151,85,5.5,37681,0
1138,2559,110,71,4.9,15740,1000
1139,201,760,149,8.7,680041,32000
1140,3186,324,341,7.0,102125,10000
1141,2078,232,69,5.9,62861,0
1142,40,175,90,7.7,19236,0
1143,2506,403,173,5.5,41763,0
1144,3870,332,349,6.9,210548,29000
1145,1874,460,166,6.5,63677,0
1146,4412,76,98,6.3,31323,0
1147,47,90,21,7.0,3167,456
1148,1279,928,163,7.8,162037,0
1149,3772,12,21,5.7,982,370
1150,1795,149,88,7.3,34383,0
1151,3083,25,88,6.5,7794,866
1152,1926,180,127,5.5,42324,846
1153,147,150,78,6.1,32378,0
1154,4754,229,280,6.4,117739,30000
1155,2937,31,68,8.4,2673,116
1156,2247,57,33,6.1,9296,458
1157,2991,318,215,6.6,150764,0
1158,1618,153,92,6.2,17333,0
1159,2074,1055,289,7.5,405973,0
1160,3736,387,340,6.9,353442,31000
1161,1240,160,47,7.1,19194,0
1162,4931,28,7,7.9,2948,3000
1163,4049,2701,813,8.5,1144337,164000
1164,4494,1,2,7.0,102,58
1165,4391,2,3,5.0,34,87
1166,1332,73,64,6.7,2932,121
1167,3743,103,91,6.2,34338,0
1168,3713,45,26,6.6,5025,701
1169,4534,548,326,7.8,249688,93000
1170,4750,57,84,5.2,5637,0
1171,798,214,75,6.8,43027,0
1172,751,84,61,6.3,62981,0
1173,3228,101,149,7.4,27301,0
1174,2750,713,274,7.0,212167,0
1175,2619,1,2,6.5,110,72
1176,4650,5,1,4.3,53,62
1177,3325,31,54,6.4,5133,663
1178,2279,486,74,5.4,12059,2000
1179,1590,537,140,7.4,148490,0
1180,4167,814,476,6.6,338087,61000
1181,1715,189,128,5.6,39659,792
1182,1653,132,75,4.8,47383,1000
1183,4058,1367,645,7.9,637246,166000
1184,789,126,44,6.9,34427,0
1185,149,124,45,7.2,17277,0
1186,4269,32,28,5.4,4191,0
1187,154,101,120,8.1,17813,0
1188,3677,56,91,4.4,22838,0
1189,627,86,51,7.5,21254,788
1190,3473,NA,NA,4.3,30,16
1191,81,121,70,7.4,12981,0
1192,3556,89,195,7.2,12411,0
1193,1999,77,105,7.4,7559,0
1194,1420,125,94,7.9,38215,0
1195,2626,507,202,7.8,262153,10000
1196,839,75,47,6.1,14066,352
1197,1063,493,125,6.1,135601,0
1198,3489,25,13,7.6,6429,10000
1199,4290,753,490,7.3,362933,115000
1200,1242,148,62,5.5,11003,654
1201,4287,111,273,6.5,24557,13000
1202,3810,58,131,6.4,4550,0
1203,4295,347,298,5.9,92461,43000
1204,212,310,154,7.6,80961,7000
1205,4657,3,63,6.4,979,257
1206,1124,373,67,6.0,44248,0
1207,1897,88,64,6.1,21542,977
1208,1888,460,171,6.8,237248,0
1209,2537,200,197,7.0,52421,0
1210,3530,366,390,7.2,92237,25000
1211,3571,410,253,5.9,131447,19000
1212,4890,14,65,7.5,3302,13000
1213,695,26,5,4.3,6701,444
1214,251,90,42,4.9,5237,392
1215,1233,346,167,7.5,70084,0
1216,540,112,43,6.8,30213,0
1217,4456,26,65,6.5,5900,0
1218,1574,44,43,6.2,3080,117
1219,17,29,10,7.0,1381,60
1220,466,335,203,7.0,76407,0
1221,1371,65,29,5.9,5164,207
1222,950,209,31,7.3,6915,599
1223,2170,102,90,5.9,18771,702
1224,2754,262,158,5.9,65628,0
1225,817,309,91,6.1,144337,0
1226,544,380,82,7.6,131217,0
1227,4315,79,97,5.8,29517,0
1228,3140,290,223,4.8,53864,2000
1229,4718,342,253,5.6,89770,39000
1230,3307,75,112,5.9,15033,0
1231,2797,107,142,8.1,81644,11000
1232,1322,419,152,6.8,73068,0
1233,2476,5,14,4.3,444,68
1234,3113,140,194,6.9,61777,0
1235,235,350,124,7.2,170027,13000
1236,4177,12,23,6.2,1904,332
1237,397,235,81,7.2,126916,0
1238,3532,156,159,6.5,74630,13000
1239,4384,836,548,8.0,266020,92000
1240,1987,264,141,6.4,61490,0
1241,3744,279,392,6.6,102728,16000
1242,3926,25,57,5.1,2551,0
1243,1083,38,19,3.9,1721,280
1244,4481,1240,434,5.8,200022,71000
1245,3226,166,226,6.3,56264,0
1246,4227,75,129,4.6,7286,0
1247,4333,1,1,7.8,6,53
1248,2668,261,91,6.4,116762,0
1249,3726,438,417,6.8,159198,38000
1250,2263,140,157,8.1,64556,0
1251,2952,154,175,6.1,124501,0
1252,3494,211,203,6.5,97775,0
1253,2325,202,62,5.6,10472,0
1254,1149,247,94,7.7,26832,0
1255,3655,56,112,7.0,19979,0
1256,2172,116,73,5.2,15052,484
1257,1026,21,34,6.6,1649,33
1258,415,193,117,6.2,101840,0
1259,4628,14,11,3.5,801,358
1260,3806,5,29,6.8,154,287
1261,2426,38,41,4.0,3926,353
1262,254,75,70,5.4,3000,902
1263,4710,214,203,6.8,48675,16000
1264,4580,351,322,7.2,103589,35000
1265,2770,196,133,6.5,63216,0
1266,3646,665,469,6.8,264186,30000
1267,3882,11,5,4.5,1642,0
1268,187,252,119,8.3,175607,0
1269,184,106,54,7.4,13467,0
1270,2884,1902,392,6.2,383071,0
1271,4569,85,98,5.5,16987,0
1272,3813,69,136,6.7,15775,0
1273,469,383,80,2.8,30840,0
1274,1289,546,85,6.6,101411,0
1275,2720,1100,341,8.5,844052,49000
1276,170,129,34,7.6,6303,0
1277,2572,36,5,6.9,2050,0
1278,2615,112,37,3.1,9104,110
1279,3803,375,486,7.3,145395,23000
1280,1822,695,137,5.2,43991,0
1281,4550,471,435,7.8,246698,64000
1282,441,96,44,6.3,27149,0
1283,503,69,130,6.7,4695,0
1284,1877,199,149,7.1,24019,983
1285,3250,184,211,6.2,41727,0
1286,4191,28,121,6.7,2518,1000
1287,4059,1959,673,7.3,701607,140000
1288,1758,234,98,5.6,30667,0
1289,3381,175,248,6.5,52888,0
1290,1668,118,88,7.0,4117,0
1291,822,78,42,6.9,15885,0
1292,2233,799,267,7.5,264318,0
1293,388,148,131,6.9,25332,0
1294,920,21,21,5.4,4288,517
1295,3006,34,14,7.6,578,588
1296,1221,524,174,5.7,89509,2000
1297,2355,247,142,6.5,45900,0
1298,2184,84,43,6.6,4285,456
1299,649,129,12,8.0,23181,6000
1300,4040,108,145,4.1,16268,0
1301,1843,216,106,7.0,44143,4000
1302,1324,22,18,7.3,524,73
1303,3585,944,221,4.4,76199,13000
1304,2253,458,204,7.7,281649,21000
1305,4419,13,5,6.2,993,998
1306,3012,871,366,8.2,561773,28000
1307,2845,235,151,6.3,88714,0
1308,3488,157,196,6.5,80574,12000
1309,49,90,54,7.2,9808,1000
1310,191,50,34,7.3,9007,661
1311,4968,51,6,7.0,12417,124
1312,2806,25,16,7.4,1311,133
1313,1518,1314,242,8.4,534262,39000
1314,4761,131,149,4.6,27198,8000
1315,3203,3054,723,7.9,886204,33000
1316,4482,384,359,7.0,200647,24000
1317,3348,66,45,3.6,9928,934
1318,2889,801,308,7.3,190132,15000
1319,1616,84,73,7.7,10672,802
1320,3812,114,110,7.1,35514,15000
1321,4186,13,25,5.4,3740,0
1322,630,156,61,7.7,63923,0
1323,4100,89,170,5.7,57266,14000
1324,4084,207,265,5.7,104072,15000
1325,4072,101,238,6.7,36877,0
1326,2007,21,36,6.5,3548,282
1327,3245,17,39,5.9,2050,275
1328,332,376,145,7.7,172493,0
1329,2829,NA,NA,6.9,31,0
1330,2694,2054,352,8.5,873649,29000
1331,1559,619,97,4.5,39788,0
1332,2000,157,124,6.5,45895,1000
1333,1555,232,107,5.5,27580,742
1334,4062,322,371,7.6,145270,54000
1335,4781,360,362,7.3,175960,43000
1336,2137,1416,288,7.5,113152,0
1337,736,146,77,7.6,34520,0
1338,4190,304,349,6.1,159868,45000
1339,1312,140,97,5.6,9294,251
1340,521,817,186,7.6,269033,12000
1341,4092,163,275,6.3,67893,18000
1342,221,44,38,7.4,6454,733
1343,3317,248,190,5.8,52467,0
1344,851,224,85,7.8,30618,0
1345,530,365,60,7.9,101889,0
1346,64,49,54,8.1,9903,863
1347,2586,145,95,7.2,34910,0
1348,2436,11,2,5.0,299,29
1349,1394,602,174,7.6,143137,10000
1350,1012,506,157,7.8,261069,25000
1351,2649,482,226,7.5,190490,26000
1352,1554,662,187,7.6,188887,0
1353,4967,33,9,7.7,6053,0
1354,3808,48,191,7.2,23756,0
1355,2929,88,146,7.2,24104,0
1356,4303,258,376,6.4,114241,24000
1357,392,95,29,7.0,17982,1000
1358,745,115,62,5.8,44394,0
1359,2556,118,87,6.6,12845,624
1360,2919,1066,330,7.2,220475,20000
1361,2930,32,37,6.1,6528,0
1362,1295,31,33,6.3,2133,182
1363,2948,255,177,5.9,99989,0
1364,739,69,42,6.3,32544,0
1365,3031,135,165,6.1,40469,0
1366,3511,209,225,6.3,56402,17000
1367,1765,232,149,6.3,28584,675
1368,1435,402,157,7.8,160776,0
1369,3095,173,121,4.5,52052,0
1370,4230,7,66,6.9,1920,1000
1371,3937,336,355,7.7,181025,38000
1372,1982,87,37,5.1,15939,0
1373,208,61,39,6.7,12666,629
1374,3259,38,24,5.2,4866,969
1375,948,234,117,7.8,225122,0
1376,322,75,101,6.6,6549,934
1377,4752,16,1,2.2,292,353
1378,4050,290,225,4.2,30570,12000
1379,2618,316,251,7.9,132149,5000
1380,4564,79,185,6.8,31254,0
1381,483,339,147,7.2,92924,19000
1382,3092,189,190,6.8,94892,0
1383,1080,88,42,5.0,7159,247
1384,1474,38,38,5.7,7242,0
1385,3925,479,526,6.2,199039,82000
1386,3335,44,91,7.1,9305,0
1387,3545,451,344,6.4,75669,19000
1388,523,119,63,6.6,39306,0
1389,3779,181,221,7.0,106111,49000
1390,777,27,20,5.7,2427,127
1391,604,93,68,6.0,42765,0
1392,4021,524,411,6.8,155153,58000
1393,291,394,242,6.1,39690,0
1394,1343,822,149,7.9,207287,15000
1395,4022,1498,750,7.8,522030,80000
1396,3321,383,265,7.0,141663,20000
1397,4921,6,6,7.2,33,187
1398,3811,153,128,5.9,48019,13000
1399,2050,204,112,5.1,14962,704
1400,1669,376,128,6.9,45031,0
1401,1326,683,197,6.4,157519,2000
1402,2398,262,120,5.9,25883,0
1403,979,256,59,3.7,36363,1000
1404,3166,49,78,7.1,30587,3000
1405,2656,321,33,8.4,70233,0
1406,829,95,47,5.6,40346,1000
1407,927,271,119,4.6,73539,0
1408,4543,591,403,6.7,305008,52000
1409,4776,64,119,7.8,28276,31000
1410,1729,888,215,8.0,123090,4000
1411,2114,836,299,7.6,293662,0
1412,1535,63,12,7.2,983,100
1413,4139,55,44,8.4,30434,5000
1414,2925,117,65,5.0,15315,915
1415,3199,237,278,7.3,112138,12000
1416,1818,81,42,5.5,9868,217
1417,2285,152,94,5.9,37479,0
1418,379,96,45,6.0,22797,0
1419,364,15,17,4.0,802,79
1420,2798,216,202,6.9,54787,0
1421,3836,22,66,5.6,1389,0
1422,4881,1,2,6.8,90,139
1423,1534,571,168,6.7,171568,0
1424,3480,75,138,5.1,13026,0
1425,4321,28,122,7.1,11347,5000
1426,3223,48,63,4.1,4122,0
1427,705,117,44,6.8,41310,0
1428,2704,279,363,7.0,68883,7000
1429,1,88,69,8.0,10718,691
1430,4636,59,29,6.0,13279,0
1431,2911,289,234,7.1,101386,0
1432,1161,314,103,7.0,27766,0
1433,4820,20,35,5.7,4091,987
1434,1217,77,41,3.8,8176,272
1435,3219,188,222,7.4,35137,10000
1436,3367,31,90,6.2,2437,580
1437,1759,1137,146,7.5,261317,20000
1438,3376,626,334,7.8,583341,24000
1439,2865,231,154,7.5,83786,0
1440,1528,261,132,6.6,57038,0
1441,2920,383,224,6.4,164608,10000
1442,3007,23,30,7.8,9689,1000
1443,4697,122,45,7.4,15978,15000
1444,609,87,43,6.8,83269,0
1445,411,90,54,5.3,6143,0
1446,3763,225,290,7.1,92599,21000
1447,1280,43,8,5.2,1434,27
1448,551,273,114,7.6,149108,0
1449,4019,220,173,5.0,49888,25000
1450,2882,57,88,6.9,10896,415
1451,1516,40,19,4.5,2236,193
1452,1200,187,70,6.4,18693,0
1453,4869,95,159,6.9,13523,0
1454,2311,128,77,5.4,42737,781
1455,4111,84,168,5.9,60407,11000
1456,3035,119,167,6.7,146019,0
1457,335,532,162,4.6,28589,0
1458,1519,343,142,5.7,47573,881
1459,1373,241,145,6.5,38438,0
1460,1488,138,93,6.4,16215,401
1461,2005,2113,271,8.1,809474,10000
1462,1137,27,36,6.3,1591,75
1463,2330,108,75,6.9,10018,0
1464,112,100,27,6.6,6484,1000
1465,418,138,38,7.3,39451,0
1466,1187,784,199,6.6,181225,0
1467,3855,8,NA,3.0,125,33
1468,2474,560,196,5.4,71153,0
1469,2602,24,30,6.5,1950,360
1470,1816,605,207,6.8,97938,0
1471,2918,638,66,8.0,129799,46000
1472,923,393,142,6.4,146134,0
1473,4941,24,1,7.4,2258,763
1474,245,217,56,5.9,25193,2000
1475,1423,862,197,7.8,225102,16000
1476,598,322,67,6.9,145257,0
1477,3267,97,160,7.1,19147,0
1478,2421,217,127,6.2,61321,0
1479,2765,73,82,6.9,12160,307
1480,4449,210,228,5.8,54101,15000
1481,4623,19,10,7.2,744,1000
1482,2719,424,147,5.6,65499,0
1483,1922,816,235,8.0,350698,26000
1484,2833,559,251,7.0,298590,0
1485,2347,526,351,7.5,84070,0
1486,2370,118,94,5.6,30255,743
1487,2846,291,175,6.5,81334,0
1488,3539,125,163,5.5,35888,0
1489,2128,392,191,6.7,185338,0
1490,2115,105,74,4.6,23408,810
1491,359,647,197,8.4,681857,14000
1492,123,128,87,7.4,13640,3000
1493,2639,13,40,7.3,1290,587
1494,955,142,97,5.8,60326,2000
1495,433,331,180,7.3,92464,19000
1496,182,251,136,6.8,74957,0
1497,2963,235,248,6.4,79855,0
1498,2695,631,208,6.8,286178,0
1499,2099,514,185,5.9,132954,0
1500,4131,16,31,7.6,2482,0
1501,1508,231,122,7.7,22145,756
1502,3901,3,3,8.1,15,66
1503,3409,169,174,6.5,163665,9000
1504,4886,6,15,4.0,436,378
1505,141,452,143,6.8,59941,0
1506,1178,789,145,7.0,315549,0
1507,1703,157,72,4.9,7909,261
1508,799,192,69,7.5,54631,0
1509,1114,752,134,7.2,175524,0
1510,813,391,166,8.3,623757,0
1511,660,93,37,6.5,17322,853
1512,4503,212,233,5.7,47498,10000
1513,4563,17,23,6.3,1354,523
1514,2307,6,7,5.4,262,11
