X,year,month,measure,day,value
238,2015,10,Max.Gust.SpeedMPH,X6,15
239,2015,10,PrecipitationIn,X6,0
240,2015,10,CloudCover,X6,1
241,2015,10,Events,X6,
242,2015,10,WindDirDegrees,X6,344
243,2015,11,Max.TemperatureF,X6,73
244,2015,11,Mean.TemperatureF,X6,68
245,2015,11,Min.TemperatureF,X6,62
246,2015,11,Max.Dew.PointF,X6,62
247,2015,11,MeanDew.PointF,X6,61
248,2015,11,Min.DewpointF,X6,54
249,2015,11,Max.Humidity,X6,93
250,2015,11,Mean.Humidity,X6,79
251,2015,11,Min.Humidity,X6,64
252,2015,11,Max.Sea.Level.PressureIn,X6,30.07
253,2015,11,Mean.Sea.Level.PressureIn,X6,29.9
254,2015,11,Min.Sea.Level.PressureIn,X6,29.71
255,2015,11,Max.VisibilityMiles,X6,10
256,2015,11,Mean.VisibilityMiles,X6,10
257,2015,11,Min.VisibilityMiles,X6,10
258,2015,11,Max.Wind.SpeedMPH,X6,26
259,2015,11,Mean.Wind.SpeedMPH,X6,15
260,2015,11,Max.Gust.SpeedMPH,X6,32
261,2015,11,PrecipitationIn,X6,0
262,2015,11,CloudCover,X6,4
263,2015,11,Events,X6,
264,2015,11,WindDirDegrees,X6,222
1,2014,12,Max.TemperatureF,X7,38
2,2014,12,Mean.TemperatureF,X7,30
3,2014,12,Min.TemperatureF,X7,21
4,2014,12,Max.Dew.PointF,X7,36
5,2014,12,MeanDew.PointF,X7,20
6,2014,12,Min.DewpointF,X7,-3
7,2014,12,Max.Humidity,X7,92
8,2014,12,Mean.Humidity,X7,61
9,2014,12,Min.Humidity,X7,29
10,2014,12,Max.Sea.Level.PressureIn,X7,30.69
11,2014,12,Mean.Sea.Level.PressureIn,X7,30.46
12,2014,12,Min.Sea.Level.PressureIn,X7,30.24
13,2014,12,Max.VisibilityMiles,X7,10
14,2014,12,Mean.VisibilityMiles,X7,10
15,2014,12,Min.VisibilityMiles,X7,5
16,2014,12,Max.Wind.SpeedMPH,X7,25
17,2014,12,Mean.Wind.SpeedMPH,X7,15
18,2014,12,Max.Gust.SpeedMPH,X7,32
19,2014,12,PrecipitationIn,X7,0.13
20,2014,12,CloudCover,X7,6
21,2014,12,Events,X7,Rain
22,2014,12,WindDirDegrees,X7,350
23,2015,1,Max.TemperatureF,X7,26
24,2015,1,Mean.TemperatureF,X7,15
25,2015,1,Min.TemperatureF,X7,4
26,2015,1,Max.Dew.PointF,X7,12
27,2015,1,MeanDew.PointF,X7,3
28,2015,1,Min.DewpointF,X7,-13
29,2015,1,Max.Humidity,X7,88
30,2015,1,Mean.Humidity,X7,58
31,2015,1,Min.Humidity,X7,28
32,2015,1,Max.Sea.Level.PressureIn,X7,30.11
33,2015,1,Mean.Sea.Level.PressureIn,X7,29.9
34,2015,1,Min.Sea.Level.PressureIn,X7,29.76
35,2015,1,Max.VisibilityMiles,X7,10
36,2015,1,Mean.VisibilityMiles,X7,9
37,2015,1,Min.VisibilityMiles,X7,2
38,2015,1,Max.Wind.SpeedMPH,X7,31
39,2015,1,Mean.Wind.SpeedMPH,X7,16
40,2015,1,Max.Gust.SpeedMPH,X7,40
41,2015,1,PrecipitationIn,X7,T
42,2015,1,CloudCover,X7,3
43,2015,1,Events,X7,Snow
44,2015,1,WindDirDegrees,X7,272
45,2015,2,Max.TemperatureF,X7,29
46,2015,2,Mean.TemperatureF,X7,23
47,2015,2,Min.TemperatureF,X7,16
48,2015,2,Max.Dew.PointF,X7,27
49,2015,2,MeanDew.PointF,X7,17
50,2015,2,Min.DewpointF,X7,5
51,2015,2,Max.Humidity,X7,92
52,2015,2,Mean.Humidity,X7,74
53,2015,2,Min.Humidity,X7,55
54,2015,2,Max.Sea.Level.PressureIn,X7,30.1
55,2015,2,Mean.Sea.Level.PressureIn,X7,30.05
56,2015,2,Min.Sea.Level.PressureIn,X7,30.01
57,2015,2,Max.VisibilityMiles,X7,10
58,2015,2,Mean.VisibilityMiles,X7,7
59,2015,2,Min.VisibilityMiles,X7,1
60,2015,2,Max.Wind.SpeedMPH,X7,20
61,2015,2,Mean.Wind.SpeedMPH,X7,11
62,2015,2,Max.Gust.SpeedMPH,X7,26
63,2015,2,PrecipitationIn,X7,0.07
64,2015,2,CloudCover,X7,7
65,2015,2,Events,X7,Snow
66,2015,2,WindDirDegrees,X7,226
67,2015,3,Max.TemperatureF,X7,38
68,2015,3,Mean.TemperatureF,X7,28
69,2015,3,Min.TemperatureF,X7,17
70,2015,3,Max.Dew.PointF,X7,21
71,2015,3,MeanDew.PointF,X7,12
72,2015,3,Min.DewpointF,X7,6
73,2015,3,Max.Humidity,X7,67
74,2015,3,Mean.Humidity,X7,48
75,2015,3,Min.Humidity,X7,29
76,2015,3,Max.Sea.Level.PressureIn,X7,30.29
77,2015,3,Mean.Sea.Level.PressureIn,X7,30.11
78,2015,3,Min.Sea.Level.PressureIn,X7,29.95
79,2015,3,Max.VisibilityMiles,X7,10
80,2015,3,Mean.VisibilityMiles,X7,10
81,2015,3,Min.VisibilityMiles,X7,10
82,2015,3,Max.Wind.SpeedMPH,X7,21
83,2015,3,Mean.Wind.SpeedMPH,X7,11
84,2015,3,Max.Gust.SpeedMPH,X7,25
85,2015,3,PrecipitationIn,X7,0
86,2015,3,CloudCover,X7,3
87,2015,3,Events,X7,
88,2015,3,WindDirDegrees,X7,226
89,2015,4,Max.TemperatureF,X7,42
90,2015,4,Mean.TemperatureF,X7,39
91,2015,4,Min.TemperatureF,X7,36
92,2015,4,Max.Dew.PointF,X7,37
93,2015,4,MeanDew.PointF,X7,36
94,2015,4,Min.DewpointF,X7,34
95,2015,4,Max.Humidity,X7,92
96,2015,4,Mean.Humidity,X7,84
97,2015,4,Min.Humidity,X7,76
98,2015,4,Max.Sea.Level.PressureIn,X7,30.4
99,2015,4,Mean.Sea.Level.PressureIn,X7,30.3
100,2015,4,Min.Sea.Level.PressureIn,X7,30.21
101,2015,4,Max.VisibilityMiles,X7,10
102,2015,4,Mean.VisibilityMiles,X7,9
103,2015,4,Min.VisibilityMiles,X7,7
104,2015,4,Max.Wind.SpeedMPH,X7,15
105,2015,4,Mean.Wind.SpeedMPH,X7,8
106,2015,4,Max.Gust.SpeedMPH,X7,18
107,2015,4,PrecipitationIn,X7,0.03
108,2015,4,CloudCover,X7,8
109,2015,4,Events,X7,Rain
110,2015,4,WindDirDegrees,X7,29
111,2015,5,Max.TemperatureF,X7,79
112,2015,5,Mean.TemperatureF,X7,66
113,2015,5,Min.TemperatureF,X7,53
114,2015,5,Max.Dew.PointF,X7,45
115,2015,5,MeanDew.PointF,X7,38
116,2015,5,Min.DewpointF,X7,30
117,2015,5,Max.Humidity,X7,47
118,2015,5,Mean.Humidity,X7,34
119,2015,5,Min.Humidity,X7,21
120,2015,5,Max.Sea.Level.PressureIn,X7,30.21
121,2015,5,Mean.Sea.Level.PressureIn,X7,30.14
122,2015,5,Min.Sea.Level.PressureIn,X7,30.05
123,2015,5,Max.VisibilityMiles,X7,10
124,2015,5,Mean.VisibilityMiles,X7,10
125,2015,5,Min.VisibilityMiles,X7,10
126,2015,5,Max.Wind.SpeedMPH,X7,22
127,2015,5,Mean.Wind.SpeedMPH,X7,11
128,2015,5,Max.Gust.SpeedMPH,X7,28
129,2015,5,PrecipitationIn,X7,0
130,2015,5,CloudCover,X7,1
131,2015,5,Events,X7,
132,2015,5,WindDirDegrees,X7,205
133,2015,6,Max.TemperatureF,X7,67
134,2015,6,Mean.TemperatureF,X7,60
135,2015,6,Min.TemperatureF,X7,53
136,2015,6,Max.Dew.PointF,X7,47
137,2015,6,MeanDew.PointF,X7,40
138,2015,6,Min.DewpointF,X7,35
139,2015,6,Max.Humidity,X7,60
140,2015,6,Mean.Humidity,X7,47
141,2015,6,Min.Humidity,X7,34
142,2015,6,Max.Sea.Level.PressureIn,X7,30.23
143,2015,6,Mean.Sea.Level.PressureIn,X7,30.16
144,2015,6,Min.Sea.Level.PressureIn,X7,30.09
145,2015,6,Max.VisibilityMiles,X7,10
146,2015,6,Mean.VisibilityMiles,X7,10
147,2015,6,Min.VisibilityMiles,X7,10
148,2015,6,Max.Wind.SpeedMPH,X7,21
149,2015,6,Mean.Wind.SpeedMPH,X7,11
150,2015,6,Max.Gust.SpeedMPH,X7,23
151,2015,6,PrecipitationIn,X7,0
152,2015,6,CloudCover,X7,3
153,2015,6,Events,X7,
154,2015,6,WindDirDegrees,X7,76
155,2015,7,Max.TemperatureF,X7,84
156,2015,7,Mean.TemperatureF,X7,75
157,2015,7,Min.TemperatureF,X7,65
158,2015,7,Max.Dew.PointF,X7,72
159,2015,7,MeanDew.PointF,X7,68
160,2015,7,Min.DewpointF,X7,63
161,2015,7,Max.Humidity,X7,93
162,2015,7,Mean.Humidity,X7,77
163,2015,7,Min.Humidity,X7,61
164,2015,7,Max.Sea.Level.PressureIn,X7,30.12
165,2015,7,Mean.Sea.Level.PressureIn,X7,30.05
166,2015,7,Min.Sea.Level.PressureIn,X7,29.92
167,2015,7,Max.VisibilityMiles,X7,10
168,2015,7,Mean.VisibilityMiles,X7,10
169,2015,7,Min.VisibilityMiles,X7,10
170,2015,7,Max.Wind.SpeedMPH,X7,23
171,2015,7,Mean.Wind.SpeedMPH,X7,10
172,2015,7,Max.Gust.SpeedMPH,X7,29
173,2015,7,PrecipitationIn,X7,0.02
174,2015,7,CloudCover,X7,5
175,2015,7,Events,X7,Rain
176,2015,7,WindDirDegrees,X7,160
177,2015,8,Max.TemperatureF,X7,73
178,2015,8,Mean.TemperatureF,X7,69
179,2015,8,Min.TemperatureF,X7,64
180,2015,8,Max.Dew.PointF,X7,61
181,2015,8,MeanDew.PointF,X7,57
182,2015,8,Min.DewpointF,X7,54
183,2015,8,Max.Humidity,X7,87
184,2015,8,Mean.Humidity,X7,70
185,2015,8,Min.Humidity,X7,53
186,2015,8,Max.Sea.Level.PressureIn,X7,29.97
187,2015,8,Mean.Sea.Level.PressureIn,X7,29.95
188,2015,8,Min.Sea.Level.PressureIn,X7,29.92
189,2015,8,Max.VisibilityMiles,X7,10
190,2015,8,Mean.VisibilityMiles,X7,10
191,2015,8,Min.VisibilityMiles,X7,10
192,2015,8,Max.Wind.SpeedMPH,X7,16
193,2015,8,Mean.Wind.SpeedMPH,X7,8
194,2015,8,Max.Gust.SpeedMPH,X7,20
195,2015,8,PrecipitationIn,X7,0
196,2015,8,CloudCover,X7,2
197,2015,8,Events,X7,
198,2015,8,WindDirDegrees,X7,37
199,2015,9,Max.TemperatureF,X7,93
200,2015,9,Mean.TemperatureF,X7,80
201,2015,9,Min.TemperatureF,X7,66
202,2015,9,Max.Dew.PointF,X7,65
203,2015,9,MeanDew.PointF,X7,59
204,2015,9,Min.DewpointF,X7,51
205,2015,9,Max.Humidity,X7,73
206,2015,9,Mean.Humidity,X7,55
207,2015,9,Min.Humidity,X7,36
208,2015,9,Max.Sea.Level.PressureIn,X7,30.1
209,2015,9,Mean.Sea.Level.PressureIn,X7,30
210,2015,9,Min.Sea.Level.PressureIn,X7,29.92
211,2015,9,Max.VisibilityMiles,X7,10
212,2015,9,Mean.VisibilityMiles,X7,10
213,2015,9,Min.VisibilityMiles,X7,10
214,2015,9,Max.Wind.SpeedMPH,X7,21
215,2015,9,Mean.Wind.SpeedMPH,X7,12
216,2015,9,Max.Gust.SpeedMPH,X7,25
217,2015,9,PrecipitationIn,X7,0
218,2015,9,CloudCover,X7,1
219,2015,9,Events,X7,
220,2015,9,WindDirDegrees,X7,231
221,2015,10,Max.TemperatureF,X7,72
222,2015,10,Mean.TemperatureF,X7,62
223,2015,10,Min.TemperatureF,X7,52
224,2015,10,Max.Dew.PointF,X7,54
225,2015,10,MeanDew.PointF,X7,47
226,2015,10,Min.DewpointF,X7,43
227,2015,10,Max.Humidity,X7,77
228,2015,10,Mean.Humidity,X7,61
229,2015,10,Min.Humidity,X7,44
230,2015,10,Max.Sea.Level.PressureIn,X7,29.99
231,2015,10,Mean.Sea.Level.PressureIn,X7,29.95
232,2015,10,Min.Sea.Level.PressureIn,X7,29.9
233,2015,10,Max.VisibilityMiles,X7,10
234,2015,10,Mean.VisibilityMiles,X7,10
235,2015,10,Min.VisibilityMiles,X7,10
236,2015,10,Max.Wind.SpeedMPH,X7,13
237,2015,10,Mean.Wind.SpeedMPH,X7,7
238,2015,10,Max.Gust.SpeedMPH,X7,17
239,2015,10,PrecipitationIn,X7,0
240,2015,10,CloudCover,X7,3
241,2015,10,Events,X7,
242,2015,10,WindDirDegrees,X7,299
243,2015,11,Max.TemperatureF,X7,69
244,2015,11,Mean.TemperatureF,X7,60
245,2015,11,Min.TemperatureF,X7,50
246,2015,11,Max.Dew.PointF,X7,45
247,2015,11,MeanDew.PointF,X7,38
248,2015,11,Min.DewpointF,X7,33
249,2015,11,Max.Humidity,X7,57
250,2015,11,Mean.Humidity,X7,48
251,2015,11,Min.Humidity,X7,39
252,2015,11,Max.Sea.Level.PressureIn,X7,30.02
253,2015,11,Mean.Sea.Level.PressureIn,X7,29.93
254,2015,11,Min.Sea.Level.PressureIn,X7,29.83
255,2015,11,Max.VisibilityMiles,X7,10
256,2015,11,Mean.VisibilityMiles,X7,10
257,2015,11,Min.VisibilityMiles,X7,10
258,2015,11,Max.Wind.SpeedMPH,X7,25
259,2015,11,Mean.Wind.SpeedMPH,X7,13
260,2015,11,Max.Gust.SpeedMPH,X7,33
261,2015,11,PrecipitationIn,X7,0
262,2015,11,CloudCover,X7,6
263,2015,11,Events,X7,
264,2015,11,WindDirDegrees,X7,280
1,2014,12,Max.TemperatureF,X8,29
2,2014,12,Mean.TemperatureF,X8,24
3,2014,12,Min.TemperatureF,X8,18
4,2014,12,Max.Dew.PointF,X8,28
5,2014,12,MeanDew.PointF,X8,16
6,2014,12,Min.DewpointF,X8,3
7,2014,12,Max.Humidity,X8,92
8,2014,12,Mean.Humidity,X8,70
9,2014,12,Min.Humidity,X8,47
10,2014,12,Max.Sea.Level.PressureIn,X8,30.77
11,2014,12,Mean.Sea.Level.PressureIn,X8,30.67
12,2014,12,Min.Sea.Level.PressureIn,X8,30.51
13,2014,12,Max.VisibilityMiles,X8,10
14,2014,12,Mean.VisibilityMiles,X8,8
15,2014,12,Min.VisibilityMiles,X8,2
16,2014,12,Max.Wind.SpeedMPH,X8,21
17,2014,12,Mean.Wind.SpeedMPH,X8,13
18,2014,12,Max.Gust.SpeedMPH,X8,28
19,2014,12,PrecipitationIn,X8,0.03
20,2014,12,CloudCover,X8,8
21,2014,12,Events,X8,Snow
22,2014,12,WindDirDegrees,X8,354
23,2015,1,Max.TemperatureF,X8,19
24,2015,1,Mean.TemperatureF,X8,9
25,2015,1,Min.TemperatureF,X8,-1
26,2015,1,Max.Dew.PointF,X8,7
27,2015,1,MeanDew.PointF,X8,-8
28,2015,1,Min.DewpointF,X8,-18
29,2015,1,Max.Humidity,X8,56
30,2015,1,Mean.Humidity,X8,49
31,2015,1,Min.Humidity,X8,41
32,2015,1,Max.Sea.Level.PressureIn,X8,30.34
33,2015,1,Mean.Sea.Level.PressureIn,X8,30.25
34,2015,1,Min.Sea.Level.PressureIn,X8,30.13
35,2015,1,Max.VisibilityMiles,X8,10
36,2015,1,Mean.VisibilityMiles,X8,10
37,2015,1,Min.VisibilityMiles,X8,10
38,2015,1,Max.Wind.SpeedMPH,X8,25
39,2015,1,Mean.Wind.SpeedMPH,X8,14
40,2015,1,Max.Gust.SpeedMPH,X8,32
41,2015,1,PrecipitationIn,X8,0
42,2015,1,CloudCover,X8,1
43,2015,1,Events,X8,
44,2015,1,WindDirDegrees,X8,259
45,2015,2,Max.TemperatureF,X8,29
46,2015,2,Mean.TemperatureF,X8,21
47,2015,2,Min.TemperatureF,X8,13
48,2015,2,Max.Dew.PointF,X8,27
49,2015,2,MeanDew.PointF,X8,20
50,2015,2,Min.DewpointF,X8,10
51,2015,2,Max.Humidity,X8,100
52,2015,2,Mean.Humidity,X8,90
53,2015,2,Min.Humidity,X8,80
54,2015,2,Max.Sea.Level.PressureIn,X8,30.08
55,2015,2,Mean.Sea.Level.PressureIn,X8,30.05
56,2015,2,Min.Sea.Level.PressureIn,X8,30.01
57,2015,2,Max.VisibilityMiles,X8,7
58,2015,2,Mean.VisibilityMiles,X8,2
59,2015,2,Min.VisibilityMiles,X8,1
60,2015,2,Max.Wind.SpeedMPH,X8,22
61,2015,2,Mean.Wind.SpeedMPH,X8,14
62,2015,2,Max.Gust.SpeedMPH,X8,28
63,2015,2,PrecipitationIn,X8,0.37
64,2015,2,CloudCover,X8,8
65,2015,2,Events,X8,Snow
66,2015,2,WindDirDegrees,X8,8
67,2015,3,Max.TemperatureF,X8,42
68,2015,3,Mean.TemperatureF,X8,33
69,2015,3,Min.TemperatureF,X8,24
70,2015,3,Max.Dew.PointF,X8,27
71,2015,3,MeanDew.PointF,X8,20
72,2015,3,Min.DewpointF,X8,13
73,2015,3,Max.Humidity,X8,78
74,2015,3,Mean.Humidity,X8,58
75,2015,3,Min.Humidity,X8,38
76,2015,3,Max.Sea.Level.PressureIn,X8,30.12
77,2015,3,Mean.Sea.Level.PressureIn,X8,30.03
78,2015,3,Min.Sea.Level.PressureIn,X8,29.94
79,2015,3,Max.VisibilityMiles,X8,10
80,2015,3,Mean.VisibilityMiles,X8,10
81,2015,3,Min.VisibilityMiles,X8,7
82,2015,3,Max.Wind.SpeedMPH,X8,25
83,2015,3,Mean.Wind.SpeedMPH,X8,9
84,2015,3,Max.Gust.SpeedMPH,X8,32
85,2015,3,PrecipitationIn,X8,T
86,2015,3,CloudCover,X8,4
87,2015,3,Events,X8,Snow
88,2015,3,WindDirDegrees,X8,247
89,2015,4,Max.TemperatureF,X8,42
90,2015,4,Mean.TemperatureF,X8,38
91,2015,4,Min.TemperatureF,X8,34
92,2015,4,Max.Dew.PointF,X8,34
93,2015,4,MeanDew.PointF,X8,31
94,2015,4,Min.DewpointF,X8,25
95,2015,4,Max.Humidity,X8,92
96,2015,4,Mean.Humidity,X8,73
97,2015,4,Min.Humidity,X8,54
98,2015,4,Max.Sea.Level.PressureIn,X8,30.51
99,2015,4,Mean.Sea.Level.PressureIn,X8,30.43
100,2015,4,Min.Sea.Level.PressureIn,X8,30.37
101,2015,4,Max.VisibilityMiles,X8,10
102,2015,4,Mean.VisibilityMiles,X8,8
103,2015,4,Min.VisibilityMiles,X8,4
104,2015,4,Max.Wind.SpeedMPH,X8,24
105,2015,4,Mean.Wind.SpeedMPH,X8,17
106,2015,4,Max.Gust.SpeedMPH,X8,30
107,2015,4,PrecipitationIn,X8,0.26
108,2015,4,CloudCover,X8,6
109,2015,4,Events,X8,Rain-Snow
110,2015,4,WindDirDegrees,X8,52
111,2015,5,Max.TemperatureF,X8,71
112,2015,5,Mean.TemperatureF,X8,59
113,2015,5,Min.TemperatureF,X8,46
114,2015,5,Max.Dew.PointF,X8,46
115,2015,5,MeanDew.PointF,X8,43
116,2015,5,Min.DewpointF,X8,40
117,2015,5,Max.Humidity,X8,86
118,2015,5,Mean.Humidity,X8,61
119,2015,5,Min.Humidity,X8,35
120,2015,5,Max.Sea.Level.PressureIn,X8,30.32
121,2015,5,Mean.Sea.Level.PressureIn,X8,30.2
122,2015,5,Min.Sea.Level.PressureIn,X8,30.09
123,2015,5,Max.VisibilityMiles,X8,10
124,2015,5,Mean.VisibilityMiles,X8,10
125,2015,5,Min.VisibilityMiles,X8,9
126,2015,5,Max.Wind.SpeedMPH,X8,22
127,2015,5,Mean.Wind.SpeedMPH,X8,12
128,2015,5,Max.Gust.SpeedMPH,X8,25
129,2015,5,PrecipitationIn,X8,0
130,2015,5,CloudCover,X8,4
131,2015,5,Events,X8,
132,2015,5,WindDirDegrees,X8,35
133,2015,6,Max.TemperatureF,X8,76
134,2015,6,Mean.TemperatureF,X8,65
135,2015,6,Min.TemperatureF,X8,53
136,2015,6,Max.Dew.PointF,X8,58
137,2015,6,MeanDew.PointF,X8,53
138,2015,6,Min.DewpointF,X8,42
139,2015,6,Max.Humidity,X8,89
140,2015,6,Mean.Humidity,X8,71
141,2015,6,Min.Humidity,X8,52
142,2015,6,Max.Sea.Level.PressureIn,X8,30.13
143,2015,6,Mean.Sea.Level.PressureIn,X8,29.95
144,2015,6,Min.Sea.Level.PressureIn,X8,29.82
145,2015,6,Max.VisibilityMiles,X8,10
146,2015,6,Mean.VisibilityMiles,X8,10
147,2015,6,Min.VisibilityMiles,X8,10
148,2015,6,Max.Wind.SpeedMPH,X8,29
149,2015,6,Mean.Wind.SpeedMPH,X8,17
150,2015,6,Max.Gust.SpeedMPH,X8,40
151,2015,6,PrecipitationIn,X8,T
152,2015,6,CloudCover,X8,6
153,2015,6,Events,X8,Rain
154,2015,6,WindDirDegrees,X8,200
155,2015,7,Max.TemperatureF,X8,88
156,2015,7,Mean.TemperatureF,X8,79
157,2015,7,Min.TemperatureF,X8,69
158,2015,7,Max.Dew.PointF,X8,71
159,2015,7,MeanDew.PointF,X8,67
160,2015,7,Min.DewpointF,X8,55
161,2015,7,Max.Humidity,X8,93
162,2015,7,Mean.Humidity,X8,68
163,2015,7,Min.Humidity,X8,42
164,2015,7,Max.Sea.Level.PressureIn,X8,30
165,2015,7,Mean.Sea.Level.PressureIn,X8,29.9
166,2015,7,Min.Sea.Level.PressureIn,X8,29.87
167,2015,7,Max.VisibilityMiles,X8,10
168,2015,7,Mean.VisibilityMiles,X8,9
169,2015,7,Min.VisibilityMiles,X8,6
170,2015,7,Max.Wind.SpeedMPH,X8,20
171,2015,7,Mean.Wind.SpeedMPH,X8,11
172,2015,7,Max.Gust.SpeedMPH,X8,25
173,2015,7,PrecipitationIn,X8,T
174,2015,7,CloudCover,X8,5
175,2015,7,Events,X8,Rain
176,2015,7,WindDirDegrees,X8,272
177,2015,8,Max.TemperatureF,X8,76
178,2015,8,Mean.TemperatureF,X8,69
179,2015,8,Min.TemperatureF,X8,61
180,2015,8,Max.Dew.PointF,X8,61
181,2015,8,MeanDew.PointF,X8,57
182,2015,8,Min.DewpointF,X8,54
183,2015,8,Max.Humidity,X8,87
184,2015,8,Mean.Humidity,X8,68
185,2015,8,Min.Humidity,X8,49
186,2015,8,Max.Sea.Level.PressureIn,X8,30.02
187,2015,8,Mean.Sea.Level.PressureIn,X8,29.99
188,2015,8,Min.Sea.Level.PressureIn,X8,29.95
189,2015,8,Max.VisibilityMiles,X8,10
190,2015,8,Mean.VisibilityMiles,X8,10
191,2015,8,Min.VisibilityMiles,X8,10
192,2015,8,Max.Wind.SpeedMPH,X8,14
193,2015,8,Mean.Wind.SpeedMPH,X8,6
195,2015,8,PrecipitationIn,X8,0
196,2015,8,CloudCover,X8,4
197,2015,8,Events,X8,
198,2015,8,WindDirDegrees,X8,45
199,2015,9,Max.TemperatureF,X8,96
200,2015,9,Mean.TemperatureF,X8,84
201,2015,9,Min.TemperatureF,X8,72
202,2015,9,Max.Dew.PointF,X8,72
203,2015,9,MeanDew.PointF,X8,67
204,2015,9,Min.DewpointF,X8,64
205,2015,9,Max.Humidity,X8,84
206,2015,9,Mean.Humidity,X8,63
207,2015,9,Min.Humidity,X8,41
208,2015,9,Max.Sea.Level.PressureIn,X8,29.97
209,2015,9,Mean.Sea.Level.PressureIn,X8,29.94
210,2015,9,Min.Sea.Level.PressureIn,X8,29.9
211,2015,9,Max.VisibilityMiles,X8,10
212,2015,9,Mean.VisibilityMiles,X8,9
213,2015,9,Min.VisibilityMiles,X8,6
214,2015,9,Max.Wind.SpeedMPH,X8,21
215,2015,9,Mean.Wind.SpeedMPH,X8,7
216,2015,9,Max.Gust.SpeedMPH,X8,24
217,2015,9,PrecipitationIn,X8,0.2
218,2015,9,CloudCover,X8,2
219,2015,9,Events,X8,
220,2015,9,WindDirDegrees,X8,225
221,2015,10,Max.TemperatureF,X8,62
222,2015,10,Mean.TemperatureF,X8,57
223,2015,10,Min.TemperatureF,X8,51
224,2015,10,Max.Dew.PointF,X8,50
225,2015,10,MeanDew.PointF,X8,44
226,2015,10,Min.DewpointF,X8,35
227,2015,10,Max.Humidity,X8,83
228,2015,10,Mean.Humidity,X8,61
229,2015,10,Min.Humidity,X8,39
230,2015,10,Max.Sea.Level.PressureIn,X8,30.16
231,2015,10,Mean.Sea.Level.PressureIn,X8,30.11
232,2015,10,Min.Sea.Level.PressureIn,X8,30
233,2015,10,Max.VisibilityMiles,X8,10
234,2015,10,Mean.VisibilityMiles,X8,10
235,2015,10,Min.VisibilityMiles,X8,10
236,2015,10,Max.Wind.SpeedMPH,X8,13
237,2015,10,Mean.Wind.SpeedMPH,X8,9
238,2015,10,Max.Gust.SpeedMPH,X8,18
239,2015,10,PrecipitationIn,X8,0
240,2015,10,CloudCover,X8,2
241,2015,10,Events,X8,
242,2015,10,WindDirDegrees,X8,14
243,2015,11,Max.TemperatureF,X8,56
244,2015,11,Mean.TemperatureF,X8,50
245,2015,11,Min.TemperatureF,X8,44
246,2015,11,Max.Dew.PointF,X8,34
247,2015,11,MeanDew.PointF,X8,30
248,2015,11,Min.DewpointF,X8,24
249,2015,11,Max.Humidity,X8,65
250,2015,11,Mean.Humidity,X8,48
251,2015,11,Min.Humidity,X8,30
252,2015,11,Max.Sea.Level.PressureIn,X8,30.38
253,2015,11,Mean.Sea.Level.PressureIn,X8,30.25
254,2015,11,Min.Sea.Level.PressureIn,X8,30.04
255,2015,11,Max.VisibilityMiles,X8,10
256,2015,11,Mean.VisibilityMiles,X8,10
257,2015,11,Min.VisibilityMiles,X8,10
258,2015,11,Max.Wind.SpeedMPH,X8,18
259,2015,11,Mean.Wind.SpeedMPH,X8,12
260,2015,11,Max.Gust.SpeedMPH,X8,25
261,2015,11,PrecipitationIn,X8,0
262,2015,11,CloudCover,X8,0
263,2015,11,Events,X8,
264,2015,11,WindDirDegrees,X8,283
1,2014,12,Max.TemperatureF,X9,49
2,2014,12,Mean.TemperatureF,X9,39
3,2014,12,Min.TemperatureF,X9,29
4,2014,12,Max.Dew.PointF,X9,49
5,2014,12,MeanDew.PointF,X9,41
6,2014,12,Min.DewpointF,X9,28
7,2014,12,Max.Humidity,X9,100
8,2014,12,Mean.Humidity,X9,93
9,2014,12,Min.Humidity,X9,86
10,2014,12,Max.Sea.Level.PressureIn,X9,30.51
11,2014,12,Mean.Sea.Level.PressureIn,X9,30.04
12,2014,12,Min.Sea.Level.PressureIn,X9,29.49
13,2014,12,Max.VisibilityMiles,X9,10
14,2014,12,Mean.VisibilityMiles,X9,2
15,2014,12,Min.VisibilityMiles,X9,1
16,2014,12,Max.Wind.SpeedMPH,X9,38
17,2014,12,Mean.Wind.SpeedMPH,X9,20
18,2014,12,Max.Gust.SpeedMPH,X9,52
19,2014,12,PrecipitationIn,X9,2.9
20,2014,12,CloudCover,X9,8
21,2014,12,Events,X9,Rain
22,2014,12,WindDirDegrees,X9,38
23,2015,1,Max.TemperatureF,X9,30
24,2015,1,Mean.TemperatureF,X9,25
25,2015,1,Min.TemperatureF,X9,19
26,2015,1,Max.Dew.PointF,X9,22
27,2015,1,MeanDew.PointF,X9,14
28,2015,1,Min.DewpointF,X9,8
29,2015,1,Max.Humidity,X9,88
30,2015,1,Mean.Humidity,X9,65
31,2015,1,Min.Humidity,X9,42
32,2015,1,Max.Sea.Level.PressureIn,X9,30.15
33,2015,1,Mean.Sea.Level.PressureIn,X9,30
34,2015,1,Min.Sea.Level.PressureIn,X9,29.89
35,2015,1,Max.VisibilityMiles,X9,10
36,2015,1,Mean.VisibilityMiles,X9,8
37,2015,1,Min.VisibilityMiles,X9,1
38,2015,1,Max.Wind.SpeedMPH,X9,25
39,2015,1,Mean.Wind.SpeedMPH,X9,14
40,2015,1,Max.Gust.SpeedMPH,X9,35
41,2015,1,PrecipitationIn,X9,0.01
42,2015,1,CloudCover,X9,4
